year,day,stock_A,stock_B
1,309,2437.0317127237686,1171.5130997924252
1,310,2455.6648645947266,1182.5492917756662
1,311,2451.7521166981724,1195.9354026659669
1,312,2452.021547743646,1223.3518923675895
1,313,2441.9506189734816,1225.0119221775153
1,314,2452.150461576073,1206.0136919473182
1,315,2447.7450019274393,1190.9343646975456
1,316,2449.273086739761,1187.0591270013374
1,317,2447.118061730329,1183.6453160015049
1,318,2445.9725011008113,1206.2857095052939
1,319,2443.4042238318175,1205.72318114288
1,320,2434.8516773920146,1245.6062727684493
1,321,2428.8857210628094,1237.7644416725102
1,322,2445.2603337948103,1222.0910004813245
1,323,2444.7688424656903,1254.360982159901
1,324,2451.5318167127507,1268.369557442633
1,325,2457.0137280618746,1261.0481031503161
1,326,2469.4377641104425,1249.143409478958
1,327,2463.5200963624816,1244.741369381004
1,328,2453.018937829865,1236.0728216094083
1,329,2461.946846741451,1250.7861130721774
1,330,2434.4402673372674,1263.9706003811257
1,331,2436.6380939310798,1235.0526074954978
1,332,2451.9919311676085,1239.1820244675832
1,333,2441.0225620458355,1262.2611986389572
1,334,2444.5613963938636,1242.0740770692541
1,335,2454.781428912105,1223.6668334116653
1,336,2458.105084614266,1225.9052479137138
1,337,2457.7000961573067,1218.086208940859
1,338,2461.9424834636784,1205.1757182119075
1,339,2462.6194799168434,1209.6353195319102
1,340,2454.909105286452,1221.0021658779056
1,341,2467.5179114397097,1235.4789597010522
1,342,2480.524960342636,1244.737985647341
1,343,2490.9153823883275,1249.1790189701996
1,344,2494.832779817776,1253.9866684103404
1,345,2480.4601947982273,1243.2018961359715
1,346,2470.422339960039,1238.6324877237903
1,347,2457.1043956019503,1232.872316053723
1,348,2456.3539096483787,1232.6056794357512
1,349,2461.5318908497065,1257.7156496940804
1,350,2437.7347102455738,1284.9569725353765
1,351,2414.95807816384,1297.9940218276613
1,352,2418.371685078415,1295.9192374920658
1,353,2415.4253708477777,1319.3127821702612
1,354,2402.694775506914,1333.4602323013119
1,355,2409.273926435494,1315.9610756200675
1,356,2397.6990446520394,1297.8126072347368
1,357,2398.647102234119,1306.3256632991308
1,358,2402.9124732482005,1301.7960650625341
1,359,2420.0047493785924,1278.2900634356668
1,360,2426.1048493014587,1297.5541876399636
1,361,2427.429861710212,1301.5100163656195
1,362,2416.000154015388,1287.3150894013886
1,363,2409.2849103122608,1300.0477218783337
1,364,2400.6091680378786,1297.036168201073
1,365,2396.7541181720817,1311.1031698157858
2,1,2408.5701975485117,1322.8212974194016
2,2,2408.0069531436206,1320.6723404031484
2,3,2411.3615048400015,1289.6259052246292
2,4,2394.0768296831457,1288.3495597141289
2,5,2411.1828661642508,1304.833927250947
2,6,2400.0874779812584,1329.2323477174973
2,7,2409.3620896684533,1325.6110472346015
2,8,2423.5599757348023,1339.711796500758
2,9,2432.861482533484,1333.582722588658
2,10,2442.1110503956406,1350.19267835472
2,11,2430.4132424079517,1383.8627017333833
2,12,2437.855914024064,1379.1514541991744
2,13,2431.0491206014312,1334.4216890415803
2,14,2412.2626182127215,1322.6571123687966
2,15,2398.9155728851197,1327.5433423966365
2,16,2411.2170839686137,1340.910183975163
2,17,2389.990606325724,1329.8872859525145
2,18,2399.800597549984,1351.2109636969394
2,19,2411.2131022498334,1361.8958934963775
2,20,2395.507443146304,1363.1544091458336
2,21,2407.661977208845,1366.6673856920247
2,22,2424.9759045476544,1340.9581702069481
2,23,2425.4566739429933,1328.6431554906828
2,24,2421.3148228627706,1311.8913207273959
2,25,2417.3516731944005,1303.0821517441427
2,26,2426.1015414847225,1306.484415245472
2,27,2433.9427559201786,1329.0570233242736
2,28,2449.4215086087534,1368.035577761159
2,29,2430.4142753692836,1382.5815526735778
2,30,2439.9510105075815,1373.9327903528763
2,31,2436.563845775305,1382.3042057054786
2,32,2444.113751366203,1413.82709171838
2,33,2448.6185573187418,1428.7215450057736
2,34,2457.4588131808214,1413.1770926635154
2,35,2452.476288157844,1421.0129169832078
2,36,2448.748882987909,1421.7932752336098
2,37,2446.249689271014,1428.5992304869897
2,38,2435.30656701804,1428.5952387726459
2,39,2422.768397746408,1422.0612953318034
2,40,2429.917951318766,1414.005474070259
2,41,2412.307853542922,1405.6164007959692
2,42,2403.5317126016967,1402.3536520329774
2,43,2407.8668408686235,1388.4406789412296
2,44,2411.3085796671558,1382.437519810263
2,45,2412.835930883259,1400.6239320057925
2,46,2422.2975048372236,1408.234928369036
2,47,2413.7744008191953,1375.411793550481
2,48,2410.437068654964,1361.3194690036346
2,49,2427.4215860688123,1354.9841152158294
2,50,2431.027697722632,1380.8919341507508
2,51,2435.040847498951,1369.6656788139444
2,52,2432.2498567283665,1353.49338285684
2,53,2421.5697154912905,1348.13934055926
2,54,2435.647992255585,1341.4554954476853
2,55,2434.644193347785,1313.0621092975675
2,56,2417.8112478602525,1286.6643292493313
2,57,2420.7962339953147,1279.8067466329762
2,58,2433.424307649878,1285.1629794724408
2,59,2426.8246308869484,1277.8830013658207
2,60,2450.5467268989814,1256.035236591665
2,61,2436.765995054129,1231.5798599254952
2,62,2438.567949249095,1251.607711020731
2,63,2445.557032583505,1239.3637214006633
2,64,2454.241354539647,1233.4690876768084
2,65,2459.80188529209,1226.0856256853206
2,66,2457.859171284481,1217.9821521040221
2,67,2457.181979169245,1199.3663612769624
2,68,2470.7263301214957,1206.8302130529269
2,69,2480.358318564435,1204.095188402112
2,70,2494.446233008098,1197.1036110461125
2,71,2509.332413928359,1190.209706876312
2,72,2505.7631181561296,1142.7051129062859
2,73,2502.9887319456066,1145.9900001291112
2,74,2524.2159733912763,1168.6244900582578
2,75,2533.5328172432282,1165.0084676739841
2,76,2538.827353491133,1160.5358420058124
2,77,2532.760416428185,1178.2649821361542
2,78,2536.057976518808,1181.8570064632722
2,79,2533.9472579020803,1187.1550363538888
2,80,2547.1350043517064,1189.368454126084
2,81,2557.697332596384,1202.0694120467929
2,82,2551.1265523323495,1210.4813001012474
2,83,2554.0561452957063,1205.1949562330535
2,84,2556.447529988714,1224.1280512900871
2,85,2563.3346723901604,1225.2999998368114
2,86,2564.453917606769,1228.073276097356
2,87,2566.0305440248644,1211.25930540526
2,88,2569.3291708501006,1195.1543860457434
2,89,2563.153219095235,1205.4971655860231
2,90,2554.967656186003,1204.298602459405
2,91,2575.640026585808,1194.3657511100719
2,92,2582.35867350181,1175.1963144705355
2,93,2598.69100321692,1201.7717906336502
2,94,2597.7826536958273,1208.0249813664784
2,95,2597.0773540699947,1210.516482808425
2,96,2593.7514286417527,1202.936730410063
2,97,2586.6350145885776,1196.3425171485037
2,98,2584.1548088552445,1213.635143630542
2,99,2581.899369212242,1226.1717248776004
2,100,2567.0647800610614,1216.7211611171977
2,101,2578.078033719388,1175.7327744414117
2,102,2584.9244875538525,1183.585855898487
2,103,2586.815963710207,1162.779193830077
2,104,2597.921192868836,1170.9383037379516
2,105,2604.1393203900943,1161.5975438592957
2,106,2626.4519972972103,1160.0074588333507
2,107,2643.6064718166404,1148.0153553696487
2,108,2633.7890029668397,1146.4221048650918
2,109,2635.278024584713,1145.762810224299
2,110,2651.4163340246596,1117.7716023642124
2,111,2666.812234325048,1125.5078364754743
2,112,2672.4986765488675,1124.6545553424887
2,113,2683.9920131838203,1108.8168951072055
2,114,2688.5852156271676,1087.965459044075
2,115,2679.8569040662996,1114.0857633446603
2,116,2667.946080862197,1128.4399646261768
2,117,2668.418482762226,1147.717424585639
2,118,2675.045509303813,1122.943501743158
2,119,2685.967509619516,1132.014558736146
2,120,2692.628319970018,1148.5915145860142
2,121,2697.4935571068063,1150.9837862694694
2,122,2713.8946660032625,1147.4086285099359
2,123,2722.3408697296577,1174.6811458080695
2,124,2724.668242524441,1174.3570235250868
2,125,2729.089170923348,1158.0250155324377
2,126,2738.8177352807556,1167.9676453552645
2,127,2754.025225880549,1160.2063725282446
2,128,2744.62593430273,1172.6134852296348
2,129,2744.234529234963,1157.4516239380664
2,130,2756.8059154355824,1162.3175073696043
2,131,2759.4297627477604,1188.520252766704
2,132,2765.378256382161,1180.2278866462016
2,133,2764.961418216677,1193.7934611376347
2,134,2764.140308771907,1206.000823611592
2,135,2761.3661365475186,1220.9413961972111
2,136,2753.86037931463,1213.7758512466903
2,137,2746.5116552000395,1187.7098882290788
2,138,2744.066657776212,1194.229594964766
2,139,2738.445058837512,1205.7153453885503
2,140,2741.375907644769,1211.8068435490945
2,141,2733.434790179635,1197.610405724068
2,142,2736.880808038543,1183.2108200231885
2,143,2749.4567007620685,1189.1025764328906
2,144,2774.288169014736,1191.9040050074973
2,145,2774.597692118308,1208.5546391723403
2,146,2766.1336434289183,1173.7963845435208
2,147,2765.770459996372,1187.6425844064422
2,148,2766.5834624407153,1194.4764196890844
2,149,2770.506322782239,1191.470250377609
2,150,2766.299199769876,1183.5802841060633
2,151,2795.602974914632,1203.4436152477736
2,152,2794.9356280292186,1213.9887426709179
2,153,2805.215544453358,1211.7423974434491
2,154,2819.198368257356,1224.1608024993386
2,155,2831.8256476577044,1205.0820652406817
2,156,2815.719307599728,1223.305805486182
2,157,2833.8981441495616,1233.1598524594904
2,158,2849.159046927193,1247.7643351754366
2,159,2851.308313093127,1261.7879198027633
2,160,2847.617845565255,1288.9950611770657
2,161,2847.699084673978,1291.7917153623155
2,162,2851.928362111943,1295.6637623703782
2,163,2864.767964431693,1323.743615257282
2,164,2851.740563397307,1336.948793322691
2,165,2844.184568989488,1331.627334733769
2,166,2851.875479441916,1305.7619449342494
2,167,2848.703561228463,1300.315659180785
2,168,2848.2823313241265,1302.9514438105728
2,169,2846.4371969153176,1304.3220945823352
2,170,2845.7992765951567,1323.7345814183607
2,171,2840.3535055586203,1312.5520693342596
2,172,2860.204415359021,1326.201393016721
2,173,2853.542422477297,1323.331669914209
2,174,2856.8666859811674,1313.0962576915374
2,175,2861.286396450661,1320.0542979450645
2,176,2857.808266229967,1341.001980031482
2,177,2847.971575898455,1342.083438681891
2,178,2856.632029944211,1377.2093279020064
2,179,2853.8226294526603,1364.945232016444
2,180,2865.0545758580697,1365.0770334276683
2,181,2863.9390227355484,1356.4624092009155
2,182,2857.3074001961213,1379.150637792125
2,183,2858.7669259981826,1352.872642351959
2,184,2863.938082484139,1359.0873740328684
2,185,2886.218022948054,1365.3221916863847
2,186,2887.799367267771,1374.274589456169
2,187,2881.865820807949,1385.7521608323
2,188,2890.9691061676476,1408.0958049450253
2,189,2904.675195777643,1415.9147082582613
2,190,2910.0153977176697,1398.6864080722034
2,191,2909.722260595464,1397.0146466208967
2,192,2911.88982861204,1413.8133990019305
2,193,2914.589813795499,1412.6620675622448
2,194,2912.7195100662007,1406.756258093258
2,195,2915.916338840881,1414.4497629132366
2,196,2927.689077978303,1419.403610097761
2,197,2935.360917256643,1430.2438688340346
2,198,2930.7242291667635,1437.85490972808
2,199,2948.198685687036,1436.313077786137
2,200,2943.3406424627487,1462.631051349669
2,201,2951.679204141713,1468.7896679843036
2,202,2953.1105719608163,1489.1021836099073
2,203,2952.0085750328617,1496.6251708027612
2,204,2951.9360522001193,1527.815018007782
2,205,2947.426776990291,1530.733216579111
2,206,2969.76316075561,1537.9696033688128
2,207,2960.8333236418334,1574.6225137846827
2,208,2952.5407846443204,1583.0922559976877
2,209,2947.346614514701,1579.256906252832
2,210,2948.6534144003176,1578.5627401370834
2,211,2952.628527986913,1572.1687520751673
2,212,2949.9024002157,1581.362975804817
2,213,2936.3199777658688,1591.1182837352735
2,214,2933.729109163503,1588.3770641357278
2,215,2921.385397762268,1621.5387321508592
2,216,2932.124064774997,1607.667724627145
2,217,2939.9756340327467,1613.35774290651
2,218,2937.460086256564,1609.8910723841122
2,219,2939.3803461179473,1587.3381932822201
2,220,2936.733337952818,1580.0167422535155
2,221,2943.785407045867,1571.6947032763667
2,222,2939.855246120227,1557.622867081769
2,223,2940.9923616522897,1550.2298372640055
2,224,2942.546169344817,1544.5147593821066
2,225,2939.807727169791,1532.1818239094966
2,226,2936.319652838052,1506.9061925580042
2,227,2940.6680305451705,1472.6968186916263
2,228,2945.1569160671897,1454.9531621094916
2,229,2936.1712599100465,1465.9105842051317
2,230,2955.538364420517,1460.3954312539374
2,231,2945.7332253894742,1451.3972413260806
2,232,2950.151549327634,1429.3640164876317
2,233,2948.9559283353856,1423.726572322784
2,234,2951.4010241695055,1414.3057268061648
2,235,2929.647098789086,1406.9169234453066
2,236,2929.7475731324157,1386.0893564255698
2,237,2937.9601971992397,1392.569386997819
2,238,2949.743491855807,1393.2768772461866
2,239,2962.6166397097877,1355.0965132347633
2,240,2971.930223548699,1369.277035117051
2,241,2946.5793933150762,1376.369331109579
2,242,2948.640958862091,1372.819379968318
2,243,2940.4148441305306,1389.8457868280957
2,244,2931.4393191747663,1373.3276022215869
2,245,2938.1441309375728,1384.0630512049324
2,246,2951.152647569757,1404.01507702075
2,247,2963.36588089512,1398.235549544729
2,248,2964.5237897126567,1400.0918904202906
2,249,2970.914564931306,1409.8567169750834
2,250,2974.301584041136,1397.1906521566355
2,251,2973.1033830911438,1427.1191793765913
2,252,2986.7172635053125,1440.870787782582
2,253,2989.0736118152413,1429.5811246758126
2,254,2976.9887118685547,1425.0092671752734
2,255,2974.7912971362416,1410.510869083248
2,256,2987.7840896027433,1421.165741081141
2,257,2973.0215683875317,1398.3479183396385
2,258,2966.7009104111776,1388.5924665895507
2,259,2976.580200873327,1364.1633009261598
2,260,2976.055865528369,1352.9665411616645
2,261,2980.6027115222164,1368.018477285463
2,262,2975.803312111377,1361.9155832498861
2,263,2968.342590038937,1375.7983350688703
2,264,2972.947445383858,1377.1551069203283
2,265,2977.6155828749097,1398.0212255503584
2,266,2982.7010558034167,1401.7704053346788
2,267,2977.3192614132813,1439.6921745810096
2,268,2964.7362982388267,1444.3041354284894
2,269,2968.4951127956206,1450.6248443434934
2,270,2967.381963795844,1456.1919519932726
2,271,2976.5176863014044,1456.8618544634724
2,272,2981.067775158704,1455.0951881830945
2,273,2987.0307482236112,1471.8296219601355
2,274,2998.467329455054,1477.5245603632889
2,275,3007.823461077742,1475.9144341863541
2,276,3016.995049408621,1461.9392752033655
2,277,3011.278415418482,1448.1763672970833
2,278,3006.392042828474,1425.5369925241016
2,279,3017.2945394593885,1423.8706279263452
2,280,3023.680915390361,1402.7609828474706
2,281,3027.5114246249846,1383.2614896430796
2,282,3023.827217266091,1374.479420256805
2,283,3015.599261449844,1388.6716190478655
2,284,3032.1417120486335,1399.7180111353248
2,285,3055.2402871254562,1407.3908317399105
2,286,3060.941000555864,1376.264056418809
2,287,3066.716667637265,1393.498983540306
2,288,3065.2807361348982,1369.227272431469
2,289,3071.340128919906,1358.161018103325
2,290,3085.486638871935,1368.881170264245
2,291,3075.994001138565,1334.6327105229277
2,292,3075.36133545902,1310.0354128331496
2,293,3079.3940748465884,1329.1930344309105
2,294,3082.030717572534,1344.6367186710513
2,295,3086.982004631205,1364.3539323104776
2,296,3088.9870794041476,1361.5113686726584
2,297,3089.021864741045,1375.6376030458252
2,298,3092.121005917425,1396.9868718761036
2,299,3109.126674576905,1414.8792920380938
